,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
617,EYEBALL,GLANCE,95,1,N,True
618,ABILITY,CAPACITY,95,4,N,True
619,FORBIDDEN,ILLEGAL,95,2,N,False
620,BRIEF,CONCISE,95,3,N,False
621,BASIC,SIMPLICITY,95,1,N,True
622,IMPORTANT,ESSENTIAL,95,5,N,True
623,FIN,SURF,95,1,N,True
624,SOUTHERN,CULTURE,95,1,N,False
625,FLEA,PEST,95,2,N,True
626,STARS,GALAXIES,95,1,N,True
627,BLUFF,BLUFF,95,1,N,True
628,FORBIDDEN,OFF-LIMITS,95,1,N,True
629,ECONOMY,COMMERCE,95,3,N,True
630,PRIM,DISCIPLINED,95,1,N,True
631,EDGE,BOUNDARY,95,3,N,True
632,PEANUT BUTTER,BREAKFAST,95,1,N,False
633,POLICE,LAW-ENFORCEMENT,95,1,AJ,False
634,ENTERTAINMENT,AMUSEMENT,95,1,N,True
635,FREQUENT,ROUTINE,95,2,AJ,True
636,DOMAIN,OWNERSHIP,95,1,N,True
637,INCLINE,SLANT,95,1,N,True
638,DENT,CAVITIES,95,1,N,True
639,FENCE,BOUNDARY,95,1,N,True
640,BASIC,ELEMENTAL,95,1,N,True
641,IMPORTANT,SIGNIFICANCE,95,1,N,False
642,LIGHT,SHINE,95,1,N,True
643,FISHING,BAIT,95,1,N,True
644,STRICT,CONTROL,95,1,N,False
645,ASTEROID,SPACE-ROCK,95,1,N,False
646,BASIC,FOUNDATION,95,1,N,True
647,FENCE,GARDEN,95,1,N,True
648,ROOF,HUT,95,1,N,True
649,FIN,SHARKTAIL,95,1,N,False
650,BOND,UNITE,95,1,N,True
651,ROPE,HEMP,95,1,N,True
652,DANGEROUS,SAFE,95,1,N,True
653,BULLY,THREATEN,95,1,N,True
654,FIN,WING,95,1,N,True
655,SOUTHERN,COUNTRY,95,2,N,False
656,RURAL,VILLAGE,95,2,N,False
657,BULLY,MEAN,95,1,N,True
658,FLOAT,HOVER,95,2,N,True
659,DOMAIN,INTERNET,95,1,N,True
660,INCLINE,STEEP,95,2,N,True
661,FIN,WATER,95,1,N,True
662,CUSS,PROFANITY,95,2,N,True
663,MINK,HIDE,95,1,N,True
664,FORBIDDEN,RESTRICT,95,1,N,True
665,IMAGINATION,DREAM,95,1,N,True
666,RURAL,FARMLAND,95,1,N,False
667,FENCE,BARRICADE,95,2,N,True
668,ATTACK,AMBUSH,95,3,N,True
669,CLERK,SALESMAN,95,4,N,True
670,BOND,BIND,95,1,N,True
671,STRICT,HARD,95,1,AJ,True
672,FRIENDSHIP,AMITY,95,1,N,True
673,LIGHT,DARKNESS,95,2,N,True
674,PENCIL,WRITING,95,2,N,True
675,PEANUT BUTTER,FOOD,95,1,N,False
676,FISHING,ROD,95,1,N,True
677,DIRECT,INSTRUCTION,95,1,N,False
678,FREEZE,COOL,95,1,N,True
679,BURIAL,GRAVE,95,1,N,True
680,CIGAR,SMOKER,95,1,N,True
681,FRIENDSHIP,COMRADERY,95,1,N,True
682,CONSIDER,REVIEW,95,1,N,True
683,BLUFF,DECEIT,95,1,N,True
684,ECONOMY,MARKET,95,1,N,True
685,STOP,HESITATE,95,1,N,True
686,FLOAT,BOBBIN,95,1,N,True
687,SUN,LIGHT,95,2,N,True
688,STARS,UNIVERSE,95,2,N,True
689,FLOAT,RAFT,95,2,N,True
690,LIVING,HABITAT,95,1,N,True
691,RADIO,TELEVISION,95,3,N,True
692,BRAKE,PEDAL,95,1,N,True
693,FLOAT,BOUY,95,1,N,False
694,RECIPE,INGREDIENTS,95,1,N,True
695,BULLY,TEASE,95,2,N,True
696,EYEBALL,OPTICS,95,1,N,True
697,ANGLE,SQUARE,95,1,N,True
698,BOND,BONDSGIRL,95,1,N,False
699,BAPTIST,PASTOR,95,1,N,True
700,SUN,SHINE,95,1,N,True
701,CALIFORNIA,LOS-ANGELES,95,1,AJ,False
702,FLOAT,BOBBLE,95,1,N,True
703,ANXIOUS,RESTLESS,95,1,N,True
704,LEVER,LEVERAGED,95,1,N,True
705,DENT,DENTURE,95,1,N,True
706,FLUSH,BLUSH,95,1,N,True
707,BULLY,INTIMIDATOR,95,1,N,False
708,LIGHT,LUMINESCENT,95,1,N,True
709,FIN,SHED,95,1,N,True
710,SEPARATE,PARTITION,95,1,N,True
711,STRICT,STERN,95,1,N,True
712,ABILITY,SOFTWARE,95,1,N,True
713,PLAYING,GAMER,95,1,N,False
714,RECIPE,COOKERY,95,1,N,True
715,INVENT,DESIGN,95,1,N,True
716,ROPE,HANG,95,1,N,True
717,FENCE,WALL,95,1,N,True
718,ROOF,EAVES,95,1,N,True
719,DANGEROUS,LETHAL,95,1,N,True
720,ACTIVITY,GAMES,95,1,N,True
721,ENTERTAINMENT,MOVIES,95,1,N,True
722,ECONOMY,MONEY,95,1,N,True
723,RECIPE,FOOD,95,1,N,True
724,BULLY,HARASSMENT,95,1,N,True
725,ENTERTAINMENT,SHOWTIME,95,1,N,True
726,FLEA,INFESTATION,95,2,N,True
727,FRIENDSHIP,BONDING,95,2,N,True
728,DENT,CHIP,95,1,N,True
729,SURFACE,COVER,95,1,N,True
730,FISHING,RELAXATION,95,1,N,True
731,DIRECT,DIRECTOR,95,1,N,False
732,INSURANCE,SAFETY,95,1,N,True
733,ATTACK,AGGRESSIVE,95,1,N,False
734,BOND,COMMITMENT,95,1,N,True
735,FRIENDSHIP,UNITY,95,1,N,True
736,EDGE,RIM,95,1,N,True
737,BOND,ALLY,95,1,N,True
738,SEPARATE,ISOLATE,95,1,N,True
739,ABILITY,POTENTIAL,95,1,N,True
740,BLUFF,CLIFF,95,1,N,True
741,FLOAT,BOUANCY,95,2,N,False
742,CATERPILLAR,BUG,95,1,N,True
743,CONSIDER,THOUGHTFUL,95,1,N,False
744,DIRECT,STEER,95,1,N,True
745,CLERK,STOREKEEPER,95,1,N,True
746,BOND,PARTNERSHIP,95,1,N,True
747,FRIGHTENED,PETRIFIED,95,1,N,True
748,SHUT,CLOSURE,95,1,N,True
749,CIGAR,HABANO,95,1,N,False
750,ASTEROID,PLANET,95,1,N,True
751,JOY,DELIGHT,95,1,N,True
752,FLOAT,VESSEL,95,1,N,True
753,FLUSH,CLEANSE,95,1,N,True
754,POLICE,FORCE,95,1,N,True
755,JOY,ELATION,95,1,N,True
756,FRIENDSHIP,LOYALTY,95,1,N,True
757,RURAL,FARMING,95,1,N,False
758,SEASON,FALL,95,1,N,True
759,POLICE,GUARD,95,1,N,True
760,DIRECT,ORIENTATION,95,1,N,False
761,ACTIVITY,MOVEMENT,95,1,N,True
762,CUSS,SWEARING,95,1,N,True
763,NEIGHBOR,RESIDENT,95,1,N,True
764,LIVING,RESIDE,95,1,N,True
765,MEND,PATCH,95,1,N,True
766,INSURANCE,HEALTH,95,1,N,True
767,SHUT,OPEN,95,1,AJ,True
768,PLAYING,GAMBLING,95,1,N,True
769,FRIENDSHIP,COMRADE,95,1,N,True
770,RELIABLE,TRUSTY,95,1,N,True
771,KING,ROYALTY,95,1,N,True
772,PEANUT BUTTER,SNACK,95,1,N,False
773,RADIO,FREQUENCY,95,1,N,True
774,CLERK,CLERICAL,95,1,N,False
775,BOND,UNION,95,1,N,True
776,DOMAIN,PROPERTY,95,1,N,True
777,LIVING,EXISTANCE,95,1,N,False
778,CALIFORNIA,COAST,95,1,N,True
779,ANGLE,VIEW,95,1,N,True
780,SOUTHERN,SOUTHERNER,95,1,N,False
781,ENTERTAINMENT,MOVIE,95,1,N,True
782,ACQUIRE,POSSESS,95,1,N,True
783,DENT,CHIPPED,95,1,N,True
784,LIVING,RESIDENTIAL,95,1,N,True
785,FREQUENT,CONSTANT,95,1,N,True
786,EYEBALL,VISUAL,95,1,N,False
787,ALARM,EMERGENCY,95,1,N,True
788,FLOAT,AIRBORNE,95,1,N,False
789,FISHING,CATCHING,95,1,N,True
790,DECISION,CHOOSE,95,1,N,False
791,DOMAIN,EMPIRE,95,1,N,True
