Cues,Targets,Sample Size,Count
FORBIDDEN,RESTRICTIVE,74,1
JOY,HAPPIENESS,74,1
FLOAT,LEVITATE,74,4
BRANDY,INTOXICATING,74,1
ATTACK,THREAT,74,2
FREQUENT,RECURRENT,74,1
FIN,SLIM,74,1
DIRECT,ORIENT,74,2
PLAYING,GAMES,74,1
ANXIOUS,NERVY,74,1
EDGE,BORDERLINE,74,1
FLUSH,CLEAR,74,1
POPCORN,CRISPY,74,1
PEANUT BUTTER,SMOOTH,74,3
FISHING,SEAFOOD,74,1
FREEZE,CRYOGENIC,74,1
STOP,PROHIBIT,74,1
BLUFF,TRICKERY,74,1
ASTEROID,METEOR,74,1
INCLINE,GRAVITY,74,1
PRIM,PRUDE,74,1
CORPORAL,PUNISHMENT,74,1
ROPE,TONTINE,74,1
CONSIDER,DEBATE,74,1
FISHING,CALM,74,1
ATTACK,WAR,74,1
CUSS,ANGRY,74,1
BLUFF,PRETENSE,74,2
SUN,BRIGHTNESS,74,3
RURAL,SERENITY,74,2
DISCOURAGE,DOWNBEAT,74,1
ROPE,TAUT,74,1
HAUNT,CREEPY,74,1
SECURE,PROTECTED,74,1
RADIO,SOUNDS,74,3
EDGE,PRECIPICE,74,1
FLUSH,REJUVENATION,74,1
STRANGE,ODDITY,74,1
IMPORTANT,VITAL,74,1
DIRECT,STRAIGHTFORWARD,74,1
FRIGHTENED,TERRIFIED,74,1
ENTERTAINMENT,MUSIC,74,1
FREQUENT,CONSISTENT,74,2
BURIAL,SORROW,74,1
JOY,EXCITEMENT,74,1
ACQUIRE,POSESSION,74,1
ECONOMY,TRADES,74,1
RECIPE,CONCOCTION,74,1
FRIENDSHIP,SOLIDARITY,74,1
PRIM,TIDY,74,1
RURAL,AGRICULTURE,74,1
ROPE,TIE,74,4
RADIO,SIGNAL,74,1
SAVE,STORE,74,1
KING,RULE,74,1
DIRECT,POINT,74,2
INSURANCE,ASSURANCE,74,2
POLICE,PROTECTION,74,2
FREQUENT,REPETITIVE,74,2
STARS,GLITTER,74,1
LEVER,PIVOT,74,1
DECORATION,FESTIVITY,74,2
CONSIDER,CONTEMPLATION,74,1
SOUTHERN,TRADITION,74,3
ATTACK,BATTLE,74,1
POLICE,OFFICER,74,1
SEPARATE,DIFFERENT,74,1
EYEBALL,LASH,74,1
FRIENDSHIP,FRATERNITY,74,1
SHOWER,REFRESHMENT,74,4
KING,POWER,74,2
INSURANCE,COVERAGE,74,1
BAPTIST,BELIEF,74,2
BRANDY,ALCHEMY,74,1
NEIGHBOR,SOCIAL,74,1
ATTACK,VIOLENT,74,2
ACTIVITY,ENERGETIC,74,2
FEMALE,GIRL,74,1
SUN,HOT,74,2
NEIGHBOR,CLOSENESS,74,1
SURFACE,SOLID,74,1
BULLY,THREAT,74,1
FIN,WATER,74,1
DIRECT,FORWARD,74,2
BOND,TIES,74,2
FREEZE,ICE,74,2
SEPARATE,SPLIT,74,2
EYEBALL,WATCH,74,1
STRAP,BUCKLE,74,3
CAUTION,DANGER,74,2
STOP,QUIT,74,1
FORBIDDEN,PROHIBIT,74,1
BRIEF,SUMMARIZE,74,1
POLICE,GUARDIAN,74,1
ENTERTAINMENT,PERFORMANCE,74,1
FEMALE,SENSITIVE,74,1
CUSS,EXPRESSION,74,1
ALARM,SIREN,74,1
JOY,DELIGHT,74,1
FLOAT,AERIAL,74,1
DOMAIN,TYRANNY,74,1
ANXIOUS,JITTERY,74,1
RURAL,TRANQUILITY,74,1
DISCOURAGE,DEPRESSING,74,1
BULLY,MENACE,74,1
POPCORN,MUNCHING,74,1
FREQUENT,HABITUAL,74,1
CUSS,ABUSE,74,1
DOMAIN,POWER,74,1
ANXIOUS,STRESS,74,1
ASSUME,ACCEPT,74,1
FIN,SCALY,74,1
SUICIDE,DARK,74,3
ENTERTAINMENT,CINEMA,74,1
FLEA,CRITTER,74,1
SEPARATE,DEPART,74,1
FENCE,PROTECTIVE,74,1
ROPE,STURDY,74,1
RADIO,SOUNDWAVES,74,1
CATERPILLAR,SQUIGGLY,74,1
BASIC,FUNDAMENTALS,74,1
DANGEROUS,THREATENING,74,1
FIN,SLIPPERY,74,1
STOP,CESSATION,74,1
EYEBALL,GAZE,74,1
CALIFORNIA,WEST,74,1
FLEA,TICKLE,74,1
INCLINE,ASCENSION,74,1
PRIM,RESTRAINED,74,1
DECISION,RESOLVE,74,1
POLICE,ENFORCE,74,1
BOND,UNITE,74,1
LIVING,VITAL,74,1
CAUTION,CAUTIONARY,74,1
ROOF,SHELTERED,74,1
FIN,STREAMLINE,74,1
DIRECT,GUIDED,74,1
BAPTIST,HOLY,74,1
KING,MONARCH,74,2
ATTACK,INVASION,74,1
CLERK,ADMIN,74,1
RELIABLE,TRUSTWORTHINESS,74,1
NEIGHBOR,FRIENDLINESS,74,1
SEASON,WINTER,74,2
SHOWER,CLEANINESS,74,1
PRIM,MODESTY,74,1
ROPE,TIGHTNESS,74,1
HAUNT,SPOOKINESS,74,1
EDGE,SHARPNESS,74,1
DANGEROUS,PERIL,74,2
POPCORN,CRUNCHINESS,74,1
CLERK,OFFICIAL,74,2
STOP,HESITATION,74,1
CIGAR,SMOKINESS,74,1
CUSS,VULGARITIES,74,1
BOIL,HEATING,74,1
DIRECT,ENCOURAGE,74,1
ATTACK,STRIKE,74,1
FREQUENT,TRAVEL,74,1
ACQUIRE,LEARN,74,2
LIVING,EXISTENCE,74,1
PEANUT BUTTER,SANDWICH,74,2
FISHING,SPORT,74,1
SOUTHERN,ACCENT,74,1
EYEBALL,OPTIC,74,1
DOMAIN,SPACE,74,1
CREW,SAILING,74,1
PIGMENT,WORKING,74,1
INVENT,CREATING,74,1
LEVER,PUSHING,74,1
SHOWER,CLEAN,74,1
HAUNT,SPOOK,74,2
STRAP,RESTRAIN,74,1
FIN,SHARKFIN,74,1
ACTIVITY,SPORTS,74,1
BAPTIST,CHRISTIAN,74,1
FREQUENT,REOCCUR,74,1
FLOAT,ADRIFT,74,1
IMPORTANT,CRUCIAL,74,1
FIN,DIVE,74,1
FRIGHTENED,FEAR,74,1
CUSS,EXPLETIVE,74,2
ASTEROID,ROCKY,74,1
RECIPE,CULINARY,74,1
BRIEF,ABBREVIATION,74,1
CALIFORNIA,LEISURE,74,1
SAVE,PROTECTION,74,1
DECISION,DETERMINATION,74,1
FREQUENT,CONVENTIONAL,74,1
DENT,IMPACT,74,1
ROPE,TUG,74,1
FIN,MARINE,74,1
PEANUT BUTTER,DELIGHT,74,1
INSURANCE,SECURITY,74,1
POLICE,ORDER,74,1
BAPTIST,SACRED,74,1
FLEA,TICK,74,1
STOP,HINDER,74,1
CIGAR,SMOKING,74,1
STRICT,HARD,74,1
BAPTIST,TRADITION,74,1
FREQUENT,REVISIT,74,1
PRIM,DECENT,74,1
PENCIL,CREATE,74,2
PEANUT BUTTER,NUTRITION,74,1
FREEZE,STATIC,74,1
STARS,SHINE,74,1
BOIL,BURN,74,1
INCLINE,UPSLOPE,74,1
FRIENDSHIP,FRIENDS,74,1
DENT,PAINFUL,74,1
IMAGINATION,WONDER,74,1
LIVING,REAL,74,1
ROPE,ROUGH,74,1
FIN,FINISH,74,1
SUICIDE,SADNESS,74,1
DECISION,CONCLUSION,74,1
FLOAT,FLY,74,1
PLAYING,DIVERSITY,74,1
BRANDY,LUXURIOUS,74,1
CONSIDER,ANALYSE,74,1
PEANUT BUTTER,GOOEY,74,1
FISHING,HOOK,74,1
SOUTHERN,COMFORT,74,1
ENTERTAINMENT,MOVIE,74,1
EYEBALL,SEE,74,1
STRICT,ORDER,74,1
FLOAT,FLOAT,74,1
ANXIOUS,PANIC,74,1
FRIENDSHIP,TOGETHERNESS,74,1
PENCIL,WRITING,74,1
FLEA,INSECT,74,1
PIGMENT,TEAM,74,1
INVENT,COLOR,74,1
LEVER,CREATION,74,1
RELIABLE,PUSH,74,1
FACTORY,TRUSTWORTHINESS,74,1
DENT,INDUSTRY,74,1
NEIGHBOR,IMPACT,74,1
IMAGINATION,COMMUNITY,74,1
LIVING,CREATIVITY,74,1
SEASON,ALIVE,74,1
SHOWER,CYCLE,74,1
PRIM,CLEANSE,74,1
RURAL,PROPER,74,1
CHEDDAR,COUNTRYSIDE,74,1
DECORATION,CHEESINESS,74,1
FENCE,FESTIVE,74,1
CORPORAL,PROTECT,74,1
BRIEF,MILITARY,74,1
ANXIETY,SUMMARY,74,1
ASSUME,WORRY,74,1
DISCOURAGE,DOUBT,74,1
ROPE,LASSO,74,1
FLUSH,DRAIN,74,1
CAUTION,PREVENT,74,1
FRIENDSHIP,KINDNESS,74,1
