,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
616,FEMALE,FEMALE,94,1,N,True
617,GRADUATE,SCHOLARSHIP,94,1,N,True
618,FRIENDSHIP,FRIENDSHIP,94,2,N,True
619,SEASON,CHANGE,94,1,N,True
620,FENCE,PRIVACY,94,2,N,True
621,FISHING,HOOK,94,1,N,True
622,ACTIVITY,MOTION,94,3,N,True
623,FEMALE,GENDER,94,2,N,True
624,POLICE,PROTECT,94,1,N,True
625,FLEA,TINY,94,1,N,False
626,CALIFORNIA,LA,94,1,N,True
627,DECISION,JUDGEMENT,94,2,N,True
628,ATTACK,COMBAT,94,1,N,True
629,CLERK,RECEPTIONIST,94,1,N,True
630,CONSIDER,REEVALUATE,94,1,N,True
631,CLERK,SALESPERSON,94,2,N,True
632,SOUTHERN,CULTURE,94,1,N,False
633,BOND,JAMES,94,3,N,True
634,FREQUENT,PERIODIC,94,1,N,True
635,JOY,HAPPY,94,1,AJ,False
636,SUN,HOT,94,1,N,False
637,ENTERTAINMENT,PERFORMANCE,94,1,N,True
638,FLOAT,LEVITY,94,1,N,True
639,PENCIL,WRITING,94,1,N,True
640,BLUFF,BLUFFER,94,1,N,True
641,ALARM,BELL,94,1,N,True
642,BLUFF,CHEAT,94,1,N,True
643,FORBIDDEN,RESTRICT,94,1,N,True
644,PRIM,NEAT,94,2,N,True
645,FLUSH,CLEAN,94,1,N,True
646,SUN,RADIANT,94,1,N,False
647,DENT,DECAY,94,1,N,True
648,FLOAT,BALLOON,94,1,N,True
649,BOIL,SIZZLE,94,1,N,True
650,ATTACK,CONFLICT,94,1,N,True
651,FEMALE,FEMININE,94,1,N,True
652,RURAL,VILLAGE,94,1,N,False
653,ASSUME,CONCLUDE,94,1,N,True
654,ROPE,TIGHTEN,94,1,N,True
655,STOP,HAMMER,94,1,N,True
656,EYEBALL,IRIS,94,1,N,True
657,ASTEROID,COMET,94,1,N,True
658,SAVE,CONSERVE,94,1,N,True
659,CATERPILLAR,BUG,94,1,N,True
660,FORBIDDEN,NOT ALLOWED,94,1,N,False
661,FLOAT,RISE,94,1,N,True
662,EDGE,RISK,94,1,N,True
663,CLERK,ACCOUNTANT,94,1,N,True
664,BRANDY,WHISKEY,94,1,N,True
665,FISHING,POLE,94,1,N,True
666,SOUTHERN,GEORGIA,94,1,N,False
667,ATTACK,FIGHT,94,1,N,True
668,FLOAT,BOUYANCY,94,1,N,False
669,FRIENDSHIP,ALLIANCE,94,1,N,True
670,LIGHT,SHINE,94,1,N,True
671,FREEZE,SOLIDIFY,94,1,N,True
672,FLEA,TICK,94,1,N,True
673,BOIL,INFECTION,94,1,N,True
674,SUN,BURN,94,1,N,True
675,ABILITY,CAPABLE,94,1,N,False
676,FLOAT,RAFT,94,1,N,True
677,SOUTHERN,SOUTHERN,94,2,N,True
678,KING,QUEEN,94,1,N,True
679,DIRECT,CONTROL,94,1,N,True
680,BOND,MISSION,94,1,N,True
681,MINK,FURRY,94,1,N,False
682,CALIFORNIA,SANFRANCISCO,94,1,N,False
683,FLUSH,WHIRLPOOL,94,1,N,True
684,GOODBYE,GOODNIGHT,94,1,N,False
685,IMPORTANT,URGENT,94,1,N,True
686,BULLY,FEAR,94,1,N,True
687,SOUTHERN,SOUTHSIDE,94,1,N,False
688,POLICE,SECURITY,94,1,N,True
689,FRIGHTENED,TERROR,94,1,N,False
690,FREQUENT,REPEAT,94,1,N,True
691,ASTEROID,COSMIC,94,1,N,True
692,FLOAT,FLY,94,1,N,True
693,FIN,FIN,94,1,N,True
694,DIRECT,FORWARD,94,1,N,True
695,CONSIDER,REGARD,94,1,N,True
696,SUN,BRIGHTNESS,94,1,N,True
