,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
584,BOIL,BOIL,195,3,N,True
585,DOMAIN,DOMAIN,195,3,N,True
586,BRANDY,BRANDY,195,4,N,True
587,SUN,SUN,195,5,N,True
588,FRIENDSHIP,FRIENDSHIP,195,2,N,True
589,GRADUATE,FINISH,196,3,N,True
590,ACQUIRE,GAIN,195,1,N,True
591,CAUTION,WARN,196,1,N,True
592,JOY,DELIGHT,195,1,N,True
593,ATTACK,OFFENSIVE,196,1,N,True
594,EYEBALL,VISUAL,196,1,N,False
595,HAUNT,TORMENT,197,1,N,True
596,FREEZE,HALT,196,1,N,True
597,FLOAT,FLY,195,1,N,True
598,SURFACE,AREA,197,2,N,True
599,DECORATION,BEAUTIFY,197,1,N,False
600,SEASON,SUMMER,197,3,N,True
601,CUSS,CUSSING,195,1,N,True
602,NEIGHBOR,NEXT,197,1,AJ,False
603,DANGEROUS,UNSAFE,197,1,N,True
604,HAUNT,GHOSTLY,197,1,N,False
605,ROOF,SHELTER,197,1,N,True
606,SUN,SOLAR,195,1,N,False
607,FLUSH,FLOW,197,1,N,True
608,FIN,FLIPPER,196,2,N,True
609,INCLINE,SLANT,195,2,N,True
610,RECIPE,FOOD,195,1,N,True
611,SUICIDE,SADNESS,196,1,N,True
612,DIRECT,GUIDANCE,196,1,N,False
613,SOUTHERN,DIRECTION,196,1,N,False
614,PRIM,PREPARE,197,2,V,True
615,ANGLE,LATERAL,196,1,N,True
616,FLEA,PEST,196,1,N,True
617,CORPORAL,CORPORAL,197,3,N,True
618,RADIO,RADIO,197,3,N,True
619,ROPE,TETHER,197,3,N,True
620,LIVING,EXISTING,197,1,N,True
621,ROPE,ROPES,197,1,N,True
622,BAPTIST,BELIEVER,196,1,N,True
623,BOND,ATTACH,196,1,N,True
624,SECURE,SECURE,197,2,N,True
625,KING,KING,196,1,N,True
626,INSURANCE,ASSURANCE,196,1,N,True
627,HAUNT,TROUBLE,197,1,N,True
628,CATERPILLAR,BUG,197,1,N,True
629,BRAKE,STOPPING,195,1,N,True
630,IMPORTANT,SIGNIFICANCE,197,1,N,False
631,ANXIETY,NERVOUSNESS,197,1,N,True
632,CIGAR,CIGARETTE,196,1,N,True
633,CALIFORNIA,WEST,197,2,N,True
634,HAUNT,HAUNT,197,1,N,True
635,PLAYING,PLAY,194,1,N,True
636,PLAY,GAME,1,1,N,True
637,ANGLE,VANTAGE,196,1,N,True
638,IMPORTANT,SIGNIFICA,197,1,N,False
639,GRADUATE,DIPLOMAT,196,1,N,True
640,BURIAL,INTERNMENT,196,1,N,True
641,DANGEROUS,PERILOUS,197,1,N,True
642,RECIPE,CUISINE,195,1,N,True
643,MINK,FURRY,195,1,N,False
644,IMAGINATION,DREAMS,197,1,N,True
645,RADIO,STATION,197,1,N,True
646,FRIENDSHIP,FRIENDS,195,1,N,True
647,DENT,FLAW,197,1,N,True
648,PLAYING,ENTERTAINMENT,194,1,N,True
