,Cues,Targets,Sample Size,Count,Part of Speech,Synonym
611,RADIO,FREQUENCY,74,3,N,True
612,FIN,AQUATIC,74,4,N,True
613,CLERK,PROFESSIONAL,74,4,N,True
614,POLICE,AUTHORITATIVE,74,1,N,False
615,FREQUENT,CONSTANT,74,4,N,True
616,STARS,SPARKLY,74,2,N,False
617,CUSS,RUDE,74,1,N,False
618,BRAKE,SLOWDOWN,74,2,N,True
619,ACQUIRE,ACCOMPLISHMENT,74,1,N,False
620,BOIL,SCALDING,74,1,N,True
621,INCLINE,RAMP,74,2,N,True
622,BRANDY,LIQUID,74,4,N,True
623,RECIPE,DELICIOUS,74,2,N,True
624,FRIENDSHIP,HARMONY,74,1,N,True
625,NEIGHBOR,FAMILIAR,74,8,N,True
626,BASIC,ESSENTIAL,74,5,N,True
627,BULLY,OPPRESS,74,3,N,True
628,SOUTHERN,WARMTH,74,9,N,False
629,CLERK,ASSISTANCE,74,1,N,True
630,BOND,RESPECT,74,1,N,True
631,FRIGHTENED,HORROR,74,2,N,False
632,BLUFF,GAMBLE,74,1,N,True
633,ECONOMY,BUDGET,74,2,N,True
634,SHOWER,REFRESH,74,5,N,True
635,DISCOURAGE,DISSUADE,74,2,N,True
636,PUKE,REVULSION,74,3,N,True
637,BASIC,PRIMITIVE,74,1,N,True
638,SOUTHERN,DIXIE,74,5,N,False
639,STARS,ASTRAL,74,1,N,False
640,INCLINE,SHIFT,74,1,N,True
641,BRANDY,RICH,74,2,AJ,True
642,CALIFORNIA,DREAMY,74,1,N,False
643,FIN,TAIL,74,1,N,True
644,SOUTHERN,CULTURAL,74,2,N,True
645,ATTACK,AGGRESSIVE,74,4,N,False
646,POLICE,AUTHORITIES,74,1,N,True
647,BAPTIST,RITUAL,74,2,N,True
648,FLEA,MINISCULE,74,1,N,False
649,SEPARATE,SEPARATION,74,1,N,True
650,EYEBALL,VISIONARY,74,6,N,True
651,PIGMENT,COLOURFUL,74,1,N,False
652,RURAL,FARMING,74,1,N,False
653,ROPE,STRONG,74,1,N,False
654,SURFACE,PHYSICAL,74,1,N,True
655,EDGE,VERGE,74,1,N,True
656,STRANGE,ODD,74,4,N,True
657,ATTACK,CONFLICT,74,2,N,True
658,ACTIVITY,MOTION,74,2,N,True
659,GRADUATE,CELEBRATION,74,1,N,True
660,FREQUENT,RARE,74,1,AJ,True
661,STARS,NIGHTSKY,74,2,N,False
662,FLOAT,AIRY,74,2,N,False
663,BRANDY,SPIRITED,74,8,N,False
664,IMAGINATION,DREAMLIKE,74,1,N,False
665,LIVING,VIBRANT,74,5,N,True
666,PRIM,UPTIGHT,74,1,N,True
667,RURAL,TRANQUIL,74,1,N,False
668,FENCE,BORDER,74,2,N,True
669,BRIEF,PRECISE,74,1,N,True
670,ANXIETY,STRESSFUL,74,1,N,False
671,DISCOURAGE,DISMAY,74,4,N,True
672,CALIFORNIA,SUNRISE,74,1,N,True
673,SAVE,PRESERVE,74,3,N,True
674,CATERPILLAR,CRAWLING,74,3,N,True
675,CONSIDER,JUDGEMENT,74,2,N,False
676,BULLY,DOMINATING,74,1,N,True
677,LIGHT,ILLUMINATING,74,3,N,True
678,FIN,GLIDE,74,1,N,True
679,PENCIL,SCRIBBLING,74,1,N,True
680,FISHING,RECREATIONAL,74,4,N,False
681,CLERK,FORMALITY,74,1,N,True
682,FEMALE,FEMININITY,74,8,N,True
683,BURIAL,MOURNING,74,2,N,True
684,STRICT,SERIOUS,74,2,N,True
685,FLOAT,FLOATING,74,1,N,True
686,PLAYING,COMPETITIVE,74,1,N,False
687,BRANDY,SMOOTH,74,4,N,True
688,SUN,RADIATING,74,1,N,True
689,FACTORY,INDUSTRY,74,6,N,True
690,ROPE,BOUND,74,2,N,True
691,SURFACE,TOUCH,74,1,N,True
692,EDGE,RISK,74,2,N,True
693,CALIFORNIA,DREAM,74,3,N,True
694,PEANUT BUTTER,SAVORY,74,1,N,False
695,POLICE,PROTECT,74,1,N,True
696,FREQUENT,VISIT,74,7,N,True
697,STARS,SKY,74,2,N,True
698,STRICT,RULES,74,2,N,False
699,CUSS,ANGER,74,2,N,True
700,FORBIDDEN,STRICT,74,1,N,True
701,FLOAT,LIGHT,74,1,N,True
702,BRANDY,DRINK,74,1,N,True
703,IMAGINATION,DREAMY,74,3,N,False
704,SHOWER,FRESH,74,2,N,False
705,ASSUME,CONJECTURE,74,3,N,True
706,PEANUT BUTTER,SPREADABLE,74,1,N,False
707,INSURANCE,GUARD,74,1,N,True
708,CLERK,DESK,74,2,N,True
709,SEPARATE,DIVIDED,74,1,N,True
710,STRICT,RULE,74,2,N,False
711,CUSS,SHOCK,74,1,N,True
712,LEVER,FORCE,74,1,N,True
713,PRIM,ELEGANT,74,1,N,True
714,RURAL,PEACE,74,1,N,False
715,KING,SOVEREIGN,74,5,N,True
716,DIRECT,GUIDING,74,2,N,True
717,FRIGHTENED,TERROR,74,6,N,False
718,FEMALE,EMPOWERMENT,74,1,N,True
719,FLEA,SMALL,74,2,N,True
720,GRADUATE,ACADEMIC,74,2,N,True
721,FREQUENT,LOOP,74,1,N,True
722,BURIAL,CELESTIAL,74,1,N,False
723,ALARM,EMERGENCY,74,1,N,True
724,BRAKE,CONTROL,74,1,N,True
725,FORBIDDEN,MYSTERIOUS,74,1,N,True
726,DOMAIN,REALM,74,1,N,True
727,CALIFORNIA,BEACHES,74,2,N,True
728,DIRECT,COMMAND,74,3,N,True
729,BOIL,SWELL,74,1,N,True
730,INCLINE,UPWARD,74,2,N,False
731,SUN,WARM,74,6,AJ,True
732,FRIENDSHIP,LOYALTY,74,1,N,True
733,RURAL,PEACEFUL,74,3,N,True
734,PUKE,NAUSEATING,74,1,N,True
735,STRAP,HOLD,74,5,V,True
736,SUICIDE,FINALITY,74,1,N,True
737,PEANUT BUTTER,STICKY,74,1,N,False
738,SOUTHERN,DRAWL,74,1,N,False
739,FLEA,JUMPING,74,1,N,True
740,STARS,TWINKLING,74,2,N,True
741,STRICT,STERN,74,2,N,True
742,FLOAT,DRIFTING,74,1,N,True
743,INVENT,CREATIVE,74,3,N,False
744,LIVING,REALITY,74,1,N,True
745,CATERPILLAR,CRAWLY,74,4,N,False
746,SOUTHERN,DIRECTIONAL,74,1,N,True
747,PLAYING,RECREATIONAL,74,1,N,False
748,DOMAIN,POSSESSION,74,1,N,True
749,SURFACE,EXTERNAL,74,3,N,True
750,RADIO,WAVELENGTH,74,2,N,True
751,SOUTHERN,CHARMING,74,4,N,True
752,CAUTION,ALERT,74,1,N,True
753,FLEA,PEST,74,5,N,True
754,CIGAR,AROMA,74,2,N,True
755,SEPARATE,DISTANCE,74,1,N,True
756,ECONOMY,FISCAL,74,1,N,False
757,PLAYING,RECREATION,74,1,N,True
758,BOIL,OVERHEAT,74,1,N,True
759,RECIPE,FLAVOR,74,1,N,True
760,LIVING,LIFESTYLE,74,2,N,True
761,CORPORAL,SOLDIER,74,3,N,True
762,SURFACE,EXTERIOR,74,3,N,True
763,PUKE,DISGUSTING,74,2,N,True
764,BULLY,MEAN,74,3,N,True
765,PENCIL,ARTISTIC,74,1,N,False
766,INSURANCE,COVERED,74,1,N,False
767,SOUTHERN,SOUTHERNITY,74,1,N,False
768,BOND,AGREE,74,1,N,True
769,ABILITY,SKILLFUL,74,1,N,False
770,MINK,FLUFFY,74,1,N,False
771,FORBIDDEN,PROHIBITED,74,7,N,True
772,ASSUME,PRESUPPOSE,74,3,N,True
773,CONSIDER,WEIGH,74,1,N,True
774,ROOF,PROTECT,74,1,N,True
775,SUICIDE,DRAMATIC,74,1,N,False
776,DIRECT,PATH,74,1,N,False
777,DECISION,JUDGMENT,74,1,N,True
778,BAPTIST,FAITHFUL,74,1,N,True
779,CAUTION,WARN,74,4,N,True
780,BURIAL,CEREMONY,74,3,N,True
781,STARS,SHINY,74,1,N,False
782,STRICT,SEVERE,74,1,N,True
783,ACQUIRE,PURCHASE,74,1,N,True
784,DOMAIN,TERRITORIAL,74,2,N,True
785,ANXIOUS,NERVIOUS,74,1,N,False
786,CAUTION,CAREFUL,74,3,N,False
787,STOP,REST,74,2,N,True
788,MINK,FURY,74,1,N,True
789,BRANDY,LUXURY,74,1,N,True
790,DISCOURAGE,DISAPPOINTMENT,74,2,N,False
791,ACTIVITY,ENJOYMENT,74,1,N,True
792,FLEA,IRRITATION,74,1,N,True
793,DECORATION,ORNAMENTAL,74,1,N,True
794,SURFACE,SMOOTH,74,1,N,True
795,BASIC,SIMPLISTIC,74,1,N,True
796,GOODBYE,DEPARTURE,74,1,N,True
797,CONSIDER,EVALUATION,74,3,N,False
798,KING,AUTHORITY,74,1,N,True
799,POLICE,SURVEILLANCE,74,1,N,True
800,GRADUATE,ACHIEVER,74,1,N,True
801,FREQUENT,USUAL,74,1,N,True
802,BURIAL,FINALITY,74,1,N,True
803,STARS,SHIMMERING,74,1,N,True
804,CUSS,FORCEFUL,74,1,N,False
805,BRAKE,SLOW,74,2,V,True
806,ECONOMY,STABILITY,74,1,N,True
807,SOUTHERN,SWEET,74,1,AJ,True
808,ACTIVITY,INVIGORATING,74,1,N,False
809,ENTERTAINMENT,AMUSEMENT,74,1,N,True
810,SHUT,SILENT,74,1,N,False
811,ECONOMY,MONEY,74,2,N,True
812,FLOAT,LEVITY,74,2,N,True
813,BOIL,SCALD,74,1,N,True
814,DOMAIN,DOMAIN,74,3,N,True
815,ANXIOUS,NERVOUSNESS,74,1,N,False
816,BRANDY,AROMATIC,74,1,N,False
817,BRIEF,BRIEFLY,74,1,N,False
818,DISCOURAGE,DISCOURAGE,74,1,N,True
819,RADIO,NOISE,74,1,N,True
820,FLUSH,PURGE,74,1,N,True
821,STRAP,ATTACHMENT,74,1,N,True
822,DANGEROUS,FEAR,74,1,N,False
823,POPCORN,MUNCHY,74,1,N,False
824,PENCIL,SCRIBBLE,74,2,N,True
825,FREEZE,SHIVER,74,1,N,True
826,BAPTIST,DEVOTION,74,1,N,True
827,GRADUATE,EDUCATED,74,1,N,True
828,STOP,END,74,3,N,True
829,CUSS,IMPOLITE,74,1,N,False
830,FORBIDDEN,RESTRICTIVE,74,1,N,True
831,JOY,HAPPIENESS,74,1,N,False
832,FLOAT,LEVITATE,74,4,N,True
833,BRANDY,INTOXICATING,74,1,N,False
834,ATTACK,THREAT,74,2,N,True
835,FREQUENT,RECURRENT,74,1,N,True
836,FIN,SLIM,74,1,N,True
837,DIRECT,ORIENT,74,2,N,True
838,PLAYING,GAMES,74,1,N,True
839,ANXIOUS,NERVY,74,1,N,True
840,EDGE,BORDERLINE,74,1,N,True
841,FLUSH,CLEAR,74,1,AJ,True
842,POPCORN,CRISPY,74,1,N,False
843,PEANUT BUTTER,SMOOTH,74,3,N,False
844,FISHING,SEAFOOD,74,1,N,True
845,FREEZE,CRYOGENIC,74,1,N,False
846,STOP,PROHIBIT,74,1,N,True
847,BLUFF,TRICKERY,74,1,N,True
848,ASTEROID,METEOR,74,1,N,True
849,INCLINE,GRAVITY,74,1,N,True
850,PRIM,PRUDE,74,1,N,False
851,CORPORAL,PUNISHMENT,74,1,N,True
852,ROPE,TONTINE,74,1,N,True
853,CONSIDER,DEBATE,74,1,N,True
854,FISHING,CALM,74,1,N,True
855,ATTACK,WAR,74,1,N,True
856,CUSS,ANGRY,74,1,N,False
857,BLUFF,PRETENSE,74,2,N,True
858,SUN,BRIGHTNESS,74,3,N,True
859,RURAL,SERENITY,74,2,N,False
860,DISCOURAGE,DOWNBEAT,74,1,N,False
861,ROPE,TAUT,74,1,N,False
862,HAUNT,CREEPY,74,1,N,False
863,SECURE,PROTECTED,74,1,N,True
864,RADIO,SOUNDS,74,3,N,True
865,EDGE,PRECIPICE,74,1,N,True
866,FLUSH,REJUVENATION,74,1,N,True
867,STRANGE,ODDITY,74,1,N,False
868,IMPORTANT,VITAL,74,1,N,True
869,DIRECT,STRAIGHTFORWARD,74,1,N,True
870,FRIGHTENED,TERRIFIED,74,1,N,True
871,ENTERTAINMENT,MUSIC,74,1,N,True
872,FREQUENT,CONSISTENT,74,2,N,True
873,BURIAL,SORROW,74,1,N,True
874,JOY,EXCITEMENT,74,1,N,True
875,ACQUIRE,POSESSION,74,1,N,False
876,ECONOMY,TRADES,74,1,N,True
877,RECIPE,CONCOCTION,74,1,N,True
878,FRIENDSHIP,SOLIDARITY,74,1,N,True
879,PRIM,TIDY,74,1,N,True
880,RURAL,AGRICULTURE,74,1,N,False
881,ROPE,TIE,74,4,N,True
882,RADIO,SIGNAL,74,1,N,True
883,SAVE,STORE,74,1,N,True
884,KING,RULE,74,1,N,True
885,DIRECT,POINT,74,2,N,True
886,INSURANCE,ASSURANCE,74,2,N,True
887,POLICE,PROTECTION,74,2,N,True
888,FREQUENT,REPETITIVE,74,2,N,True
889,STARS,GLITTER,74,1,N,True
890,LEVER,PIVOT,74,1,N,True
891,DECORATION,FESTIVITY,74,2,N,True
892,CONSIDER,CONTEMPLATION,74,1,N,False
893,SOUTHERN,TRADITION,74,3,N,False
894,ATTACK,BATTLE,74,1,N,True
895,POLICE,OFFICER,74,1,N,True
896,SEPARATE,DIFFERENT,74,1,N,True
897,EYEBALL,LASH,74,1,N,True
898,FRIENDSHIP,FRATERNITY,74,1,N,True
899,SHOWER,REFRESHMENT,74,4,N,True
900,KING,POWER,74,2,N,True
901,INSURANCE,COVERAGE,74,1,N,True
902,BAPTIST,BELIEF,74,2,N,True
903,BRANDY,ALCHEMY,74,1,N,True
904,NEIGHBOR,SOCIAL,74,1,N,True
905,ATTACK,VIOLENT,74,2,N,False
906,ACTIVITY,ENERGETIC,74,2,N,False
907,FEMALE,GIRL,74,1,N,True
908,SUN,HOT,74,2,N,False
909,NEIGHBOR,CLOSENESS,74,1,N,True
910,SURFACE,SOLID,74,1,N,True
911,BULLY,THREAT,74,1,N,True
912,FIN,WATER,74,1,N,True
913,DIRECT,FORWARD,74,2,N,True
914,BOND,TIES,74,2,N,True
915,FREEZE,ICE,74,2,N,True
916,SEPARATE,SPLIT,74,2,N,True
917,EYEBALL,WATCH,74,1,N,True
918,STRAP,BUCKLE,74,3,N,True
919,CAUTION,DANGER,74,2,N,True
920,STOP,QUIT,74,1,N,True
921,FORBIDDEN,PROHIBIT,74,1,N,True
922,BRIEF,SUMMARIZE,74,1,N,True
923,POLICE,GUARDIAN,74,1,N,True
924,ENTERTAINMENT,PERFORMANCE,74,1,N,True
925,FEMALE,SENSITIVE,74,1,N,True
926,CUSS,EXPRESSION,74,1,N,True
927,ALARM,SIREN,74,1,N,True
928,JOY,DELIGHT,74,1,N,True
929,FLOAT,AERIAL,74,1,N,True
930,DOMAIN,TYRANNY,74,1,N,True
931,ANXIOUS,JITTERY,74,1,N,True
932,RURAL,TRANQUILITY,74,1,N,False
933,DISCOURAGE,DEPRESSING,74,1,N,True
934,BULLY,MENACE,74,1,N,True
935,POPCORN,MUNCHING,74,1,N,False
936,FREQUENT,HABITUAL,74,1,N,True
937,CUSS,ABUSE,74,1,N,True
938,DOMAIN,POWER,74,1,N,True
939,ANXIOUS,STRESS,74,1,N,False
940,ASSUME,ACCEPT,74,1,N,True
941,FIN,SCALY,74,1,N,False
942,SUICIDE,DARK,74,3,N,True
943,ENTERTAINMENT,CINEMA,74,1,N,True
944,FLEA,CRITTER,74,1,N,True
945,SEPARATE,DEPART,74,1,N,True
946,FENCE,PROTECTIVE,74,1,N,False
947,ROPE,STURDY,74,1,N,False
948,RADIO,SOUNDWAVES,74,1,N,False
949,CATERPILLAR,SQUIGGLY,74,1,N,False
950,BASIC,FUNDAMENTALS,74,1,N,True
951,DANGEROUS,THREATENING,74,1,N,True
952,FIN,SLIPPERY,74,1,N,False
953,STOP,CESSATION,74,1,N,True
954,EYEBALL,GAZE,74,1,N,True
955,CALIFORNIA,WEST,74,1,N,True
956,FLEA,TICKLE,74,1,N,True
957,INCLINE,ASCENSION,74,1,N,True
958,PRIM,RESTRAINED,74,1,N,True
959,DECISION,RESOLVE,74,1,N,True
960,POLICE,ENFORCE,74,1,N,True
961,BOND,UNITE,74,1,N,True
962,LIVING,VITAL,74,1,N,True
963,CAUTION,CAUTIONARY,74,1,N,False
964,ROOF,SHELTERED,74,1,N,True
965,FIN,STREAMLINE,74,1,N,True
966,DIRECT,GUIDED,74,1,N,True
967,BAPTIST,HOLY,74,1,N,True
968,KING,MONARCH,74,2,N,True
969,ATTACK,INVASION,74,1,N,True
970,CLERK,ADMIN,74,1,N,False
971,RELIABLE,TRUSTWORTHINESS,74,1,N,False
972,NEIGHBOR,FRIENDLINESS,74,1,N,True
973,SEASON,WINTER,74,2,N,True
974,SHOWER,CLEANINESS,74,1,N,False
975,PRIM,MODESTY,74,1,N,False
976,ROPE,TIGHTNESS,74,1,N,True
977,HAUNT,SPOOKINESS,74,1,N,False
978,EDGE,SHARPNESS,74,1,N,True
979,DANGEROUS,PERIL,74,2,N,False
980,POPCORN,CRUNCHINESS,74,1,N,False
981,CLERK,OFFICIAL,74,2,N,True
982,STOP,HESITATION,74,1,N,True
983,CIGAR,SMOKINESS,74,1,N,False
984,CUSS,VULGARITIES,74,1,N,True
985,BOIL,HEATING,74,1,N,True
986,DIRECT,ENCOURAGE,74,1,N,True
987,ATTACK,STRIKE,74,1,N,True
988,FREQUENT,TRAVEL,74,1,N,True
989,ACQUIRE,LEARN,74,2,N,True
990,LIVING,EXISTENCE,74,1,N,True
991,PEANUT BUTTER,SANDWICH,74,2,N,False
992,FISHING,SPORT,74,1,N,True
993,SOUTHERN,ACCENT,74,1,N,False
994,EYEBALL,OPTIC,74,1,N,True
995,DOMAIN,SPACE,74,1,N,True
996,CREW,SAILING,74,1,N,True
997,PIGMENT,WORKING,74,1,N,True
998,INVENT,CREATING,74,1,N,True
999,LEVER,PUSHING,74,1,N,True
1000,SHOWER,CLEAN,74,1,N,True
1001,HAUNT,SPOOK,74,2,N,True
1002,STRAP,RESTRAIN,74,1,N,True
1003,FIN,SHARKFIN,74,1,N,False
1004,ACTIVITY,SPORTS,74,1,N,True
1005,BAPTIST,CHRISTIAN,74,1,N,True
1006,FREQUENT,REOCCUR,74,1,N,False
1007,FLOAT,ADRIFT,74,1,N,False
1008,IMPORTANT,CRUCIAL,74,1,N,True
1009,FIN,DIVE,74,1,N,True
1010,FRIGHTENED,FEAR,74,1,N,True
1011,CUSS,EXPLETIVE,74,2,N,True
1012,ASTEROID,ROCKY,74,1,N,True
1013,RECIPE,CULINARY,74,1,N,False
1014,BRIEF,ABBREVIATION,74,1,N,True
1015,CALIFORNIA,LEISURE,74,1,N,True
1016,SAVE,PROTECTION,74,1,N,True
1017,DECISION,DETERMINATION,74,1,N,True
1018,FREQUENT,CONVENTIONAL,74,1,N,True
1019,DENT,IMPACT,74,1,N,True
1020,ROPE,TUG,74,1,N,True
1021,FIN,MARINE,74,1,N,True
1022,PEANUT BUTTER,DELIGHT,74,1,N,False
1023,INSURANCE,SECURITY,74,1,N,True
1024,POLICE,ORDER,74,1,N,True
1025,BAPTIST,SACRED,74,1,N,False
1026,FLEA,TICK,74,1,N,True
1027,STOP,HINDER,74,1,N,True
1028,CIGAR,SMOKING,74,1,N,True
1029,STRICT,HARD,74,1,AJ,True
1030,BAPTIST,TRADITION,74,1,N,True
1031,FREQUENT,REVISIT,74,1,N,True
1032,PRIM,DECENT,74,1,N,True
1033,PENCIL,CREATE,74,2,N,True
1034,PEANUT BUTTER,NUTRITION,74,1,N,False
1035,FREEZE,STATIC,74,1,N,True
1036,STARS,SHINE,74,1,N,True
1037,BOIL,BURN,74,1,N,True
1038,INCLINE,UPSLOPE,74,1,N,False
1039,FRIENDSHIP,FRIENDS,74,1,N,True
1040,DENT,PAINFUL,74,1,N,False
1041,IMAGINATION,WONDER,74,1,V,True
1042,LIVING,REAL,74,1,AJ,True
1043,ROPE,ROUGH,74,1,N,True
1044,FIN,FINISH,74,1,N,True
1045,SUICIDE,SADNESS,74,1,N,True
1046,DECISION,CONCLUSION,74,1,N,True
1047,FLOAT,FLY,74,1,N,True
1048,PLAYING,DIVERSITY,74,1,N,True
1049,BRANDY,LUXURIOUS,74,1,N,False
1050,CONSIDER,ANALYSE,74,1,N,True
1051,PEANUT BUTTER,GOOEY,74,1,N,False
1052,FISHING,HOOK,74,1,N,True
1053,SOUTHERN,COMFORT,74,1,N,False
1054,ENTERTAINMENT,MOVIE,74,1,N,True
1055,EYEBALL,SEE,74,1,V,True
1056,STRICT,ORDER,74,1,N,False
1057,FLOAT,FLOAT,74,1,N,True
1058,ANXIOUS,PANIC,74,1,N,False
1059,FRIENDSHIP,TOGETHERNESS,74,1,N,True
1060,PENCIL,WRITING,74,1,N,True
1061,FLEA,INSECT,74,1,N,True
1062,PIGMENT,TEAM,74,1,N,True
1063,INVENT,COLOR,74,1,N,True
1064,LEVER,CREATION,74,1,N,True
1065,RELIABLE,PUSH,74,1,N,False
1066,FACTORY,TRUSTWORTHINESS,74,1,N,True
1067,DENT,INDUSTRY,74,1,N,True
1068,NEIGHBOR,IMPACT,74,1,N,True
1069,IMAGINATION,COMMUNITY,74,1,N,True
1070,LIVING,CREATIVITY,74,1,N,True
1071,SEASON,ALIVE,74,1,N,False
1072,SHOWER,CYCLE,74,1,N,True
1073,PRIM,CLEANSE,74,1,N,True
1074,RURAL,PROPER,74,1,N,True
1075,CHEDDAR,COUNTRYSIDE,74,1,N,True
1076,DECORATION,CHEESINESS,74,1,N,False
1077,FENCE,FESTIVE,74,1,N,False
1078,CORPORAL,PROTECT,74,1,N,False
1079,BRIEF,MILITARY,74,1,N,True
1080,ANXIETY,SUMMARY,74,1,N,True
1081,ASSUME,WORRY,74,1,N,True
1082,DISCOURAGE,DOUBT,74,1,N,True
1083,ROPE,LASSO,74,1,N,True
1084,FLUSH,DRAIN,74,1,N,True
1085,CAUTION,PREVENT,74,1,N,True
1086,FRIENDSHIP,KINDNESS,74,1,N,True
